pubid,question,answer,rank,cosine_similarity,inferred
25445624,Does promoter variant rs2301228 on the neural cell adhesion molecule 1 gene confer risk of schizophrenia in Han Chinese?,yes,20,0.535307,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,1,0.889643,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,2,0.861245,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,3,0.857781,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,4,0.834950,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,5,0.832853,true
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,6,0.816272,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,7,0.815496,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,8,0.788910,true
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,9,0.780639,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,10,0.756683,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,11,0.751648,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,12,0.749304,true
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,13,0.747470,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,14,0.746589,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,15,0.737619,true
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,16,0.736808,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,17,0.729353,true
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,18,0.712782,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,19,0.698074,false
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,yes,20,0.691483,false
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,1,0.905729,false
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,2,0.862342,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,3,0.852919,false
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,4,0.850692,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,5,0.844307,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,6,0.839164,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,7,0.824828,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,8,0.801792,false
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,9,0.799121,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,10,0.786938,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,11,0.786756,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,12,0.768569,false
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,13,0.753598,false
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,14,0.746213,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,15,0.735092,false
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,16,0.725664,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,17,0.725040,false
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,18,0.690080,true
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,19,0.656727,false
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,yes,20,0.648106,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,1,0.868264,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,2,0.783190,true
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,3,0.767213,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,4,0.761527,true
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,5,0.652712,true
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,6,0.648279,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,7,0.640385,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,8,0.629867,true
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,9,0.627272,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,10,0.624472,true
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,11,0.617920,true
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,12,0.617439,true
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,13,0.609714,true
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,14,0.606098,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,15,0.603615,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,16,0.603615,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,17,0.603615,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,18,0.603615,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,19,0.601081,false
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,yes,20,0.590814,false
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,1,0.714449,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,2,0.691381,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,3,0.673630,false
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,4,0.671790,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,5,0.651868,false
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,6,0.645015,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,7,0.636760,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,8,0.623955,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,9,0.623397,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,10,0.615947,false
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,11,0.591611,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,12,0.582417,false
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,13,0.580954,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,14,0.579127,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,15,0.576427,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,16,0.558839,true
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,17,0.558479,false
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,18,0.543125,false
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,19,0.542718,false
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,yes,20,0.503830,false
25449410,Do large portion sizes increase bite size and eating rate in overweight women?,yes,1,0.754077,false
25449410,Do large portion sizes increase bite size and eating rate in overweight women?,yes,2,0.754077,true
25449410,Do large portion sizes increase bite size and eating rate in overweight women?,yes,3,0.743807,false
25449410,Do large portion sizes increase bite size and eating rate in overweight women?,yes,4,0.739811,false
